id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,tv_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
9656,Kimi ni Todoke 2nd Season,2011-01-12,2011-03-30,"After a momentous New Year's vacation and with Valentine's Day approaching, Sawako Kuronuma is beginning to get along with her classmates. However, now that Sawako has realized her romantic feelings for the popular Shouta Kazehaya, she grows hesitant toward giving him obligatory chocolates and decides to not give him any. In turn, Kazehaya, who likes Sawako, feels a distance between them.

As February ends and April arrives, the second year of high school begins for Sawako. Luckily, she ends up in the same class as her friends Ayane Yano and Chizuru Yoshida, along with Kazehaya and his friend Ryuu Sanada, in addition to the newcomer named Kento Miura. When Kento develops an interest in Sawako, Sawako and Kazehaya's feelings for each other are put to the test.

[Written by MAL Rewrite]",7.99,672,453,512691,294741,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",12,manga,1380,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",394,wednesday,00:59,2011.0,winter,15735,399274,8223,5829,83577,512638.0,0.9726,0.0274
40174,Zombieland Saga Revenge,2021-04-08,2021-06-24,"The Franchouchou girls are back and better than ever! Unfortunately for them, they are also heavily in debt. After a concert bombs, the undead members are forced to take day jobs to pay off the venue, and their normally eccentric manager, Koutarou Tatsumi, sinks into alcoholism.

But dark days cannot keep these idols down! Rival idols appear, a famous talk show host retires, and existentialism takes root. Koutarou's legacy will slowly unravel while a journalist closes in on the truth. As Saga plunges into chaos, Franchouchou may realize being dead is the least of their worries—but at least the legendary Tae Yamada gets even more legendary!

[Written by MAL Rewrite]
",7.99,673,1140,224565,90197,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 60, 'name': 'Idols (Female)'}, {'id': 19, 'name': 'Music'}, {'id': 20, 'name': 'Parody'}, {'id': 37, 'name': 'Supernatural'}]",12,original,1420,r,"[{'id': 569, 'name': 'MAPPA'}]",395,thursday,23:30,2021.0,spring,18395,109009,7029,6027,84085,224545.0,0.9419,0.0581
2167,Clannad,2007-10-05,2008-03-28,"Tomoya Okazaki is a delinquent who finds life dull and believes he'll never amount to anything. Along with his friend Youhei Sunohara, he skips school and plans to waste his high school days away.

One day while walking to school, Tomoya passes a young girl muttering quietly to herself. Without warning she exclaims ""Anpan!"" (a popular Japanese food) which catches Tomoya's attention. He soon discovers the girl's name is Nagisa Furukawa and that she exclaims things she likes in order to motivate herself. Nagisa claims they are now friends, but Tomoya walks away passing the encounter off as nothing.

However, Tomoya finds he is noticing Nagisa more and more around school. Eventually he concedes and befriends her. Tomoya learns Nagisa has been held back a year due to a severe illness and that her dream is to revive the school's drama club. Claiming he has nothing better to do, he decides to help her achieve this goal along with the help of four other girls.

As Tomoya spends more time with the girls, he learns more about them and their problems. As he attempts to help each girl overcome her respective obstacle, he begins to realize life isn't as dull as he once thought.

[Written by MAL Rewrite]",7.99,675,91,1444583,769262,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",23,visual_novel,1470,pg_13,"[{'id': 2, 'name': 'Kyoto Animation'}]",396,friday,01:55,2007.0,fall,67356,922916,48421,49114,356710,1444517.0,0.9325,0.0675
4789,ef: A Tale of Melodies.,2008-10-07,2008-12-23,"In a story set years in the past, Himura Yuu is a studious and diligent young man intent solely on maintaining his top academic position at Otowa Academy. One day, he meets a mysterious girl named Amamiya Yuuko, who, to his surprise, recognizes him. Memories of a distant childhood, memories rather left forgotten... meeting Yuuko again will force Yuu to confront the regrets and sorrows of their collective pasts and presents.

In the present, Kuze Shuuichi may seem like a womanizer, but upon closer inspection, is a man who would rather be left alone. Hayama Mizuki, however, is not the type of girl who would let him be, especially after hearing the beautiful sounds of his violin performance. As Mizuki attempts to become closer to him, Kuze attempts to push her away—the tale of their budding relationship is darkened with undertones of an imminent tragedy.

[Written by MAL Rewrite]",7.99,676,1483,167071,68676,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 37, 'name': 'Supernatural'}]",12,visual_novel,1440,pg_13,"[{'id': 44, 'name': 'Shaft'}]",397,tuesday,01:15,2008.0,fall,5927,84698,5154,4329,66955,167063.0,0.9432,0.0568
16,Hachimitsu to Clover,2005-04-15,2005-09-27,"Yuuta Takemoto, a sophomore at an arts college, shares a cheap apartment with two seniors—the eccentric Shinobu Morita, who keeps failing to graduate due to his absenteeism, and the sensible Takumi Mayama, who acts as a proper senior to Takemoto, often looking out for him.

Takemoto had not given much thought to his future until one fine spring day, when he meets the endearing Hagumi Hanamoto and falls in love at first sight. Incredibly gifted in the arts, Hagumi enrolls in Takemoto's university and soon befriends the popular pottery student Ayumi Yamada. Ayumi is already well acquainted with the three flatmates and secretly harbors deep feelings for one of them.

Hachimitsu to Clover is a heartwarming tale of youth, love, soul-searching, and self-discovery, intricately woven through the complex relationships between five dear friends.

[Written by MAL Rewrite]",7.99,678,928,273881,84902,white,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 43, 'name': 'Josei'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 80, 'name': 'Visual Arts'}]",24,manga,1419,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",398,friday,00:35,2005.0,spring,15662,96335,14344,14080,133448,273869.0,0.8962,0.1038
42250,Bungou Stray Dogs Wan!,2021-01-13,2021-03-31,"Atsushi Nakajima has finally grown accustomed to the crazy lifestyle that comes with being part of the Armed Detective Agency. But even during peaceful periods of time, there is bound to be chaos! As Atsushi, his friends, and the agency's rival group—the Port Mafia—go about their days roaming the streets of Yokohama, there are no limits to the strange situations they are unwillingly thrown into. 

A new take on its original work, Bungou Stray Dogs Wan! shows the more mundane yet hilarious aspects of the characters' lives.

[Written by MAL Rewrite]",7.98,679,1874,124107,52703,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}]",12,web_manga,700,pg_13,"[{'id': 4, 'name': 'Bones'}, {'id': 70, 'name': 'Nomad'}]",399,wednesday,00:30,2021.0,winter,11432,68393,3923,2968,37385,124101.0,0.9445,0.0555
387,Haibane Renmei,2002-10-10,2002-12-19,"Born from a cocoon in the village of Old Home, a young Haibane—a being with a halo and small gray wings—awakens to a world she does not understand without memories of her past. Named Rakka for the dream of falling she had while inside the cocoon, she soon becomes accustomed to life in the strange town. However, there are strict rules for the Haibane, such as being forbidden to leave the village or go near the walls surrounding it. These, along with mysterious disappearances of their kind on their ""Day of Flight,"" begin to unsettle Rakka and the others since they know almost nothing about their own kind.
 
As Rakka and the other Haibane live their lives with no memories of the past, they try to break free from their former pain and ultimately find salvation.
 
[Written by MAL Rewrite]",7.98,680,855,302210,106039,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",13,other,1440,pg_13,"[{'id': 81, 'name': 'Radix'}]",400,thursday,02:28,2002.0,fall,14992,124013,10531,7214,145445,302195.0,0.9413,0.0587
2004,Hanada Shounen-shi,2002-10-02,2003-03-26,"Ichiro Hanada is a hyperactive little boy who lives with his parents, sister, and grandfather in a rural town. He is always up to some kind of mischief, often teasing his sister or making rude comments to others. Consequently, his mother constantly scolds him, and even the neighbours express disturbance from time to time on how rowdy he can be.

One day, after pulling a terrible prank, Ichiro sprints onto the streets as his mother chases him. He steals a nearby bicycle and takes on a dangerous route, eventually being hit by a truck. Miraculously, he survives the crash, requiring nine stitches to the back of his head and balding for the surgery. However, the near-death experience gains him the ability to see ghosts—the last thing he needs in his life.

Since Ichiro is the only one who can communicate with them, several ghosts of people who have recently died come to him, seeking help to fulfill their last wishes before achieving enlightenment. Each adventure with a ghost leaves the young and curious boy with a different lesson that gradually makes him wiser.

[Written by MAL Rewrite]",7.98,681,5425,16709,5013,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",25,manga,1432,r+,"[{'id': 11, 'name': 'Madhouse'}]",401,NIL,NIL,2002.0,fall,832,5639,678,706,8852,16707.0,0.9172,0.0828
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,2019-10-03,2019-12-26,"Urano Motosu loves books and has an endless desire to read literature, no matter the subject. She almost fulfills her dream job of becoming a librarian before her life is ended in an accident. As she draws her last breath, she wishes to be able to read more books in her next life.

As if fate was listening to her prayer, she wakes up reincarnated as Myne—a frail five-year-old girl living in a medieval era. What immediately comes to her mind is her passion. She tries to find something to read, only to become frustrated by the lack of books at her disposal.  

Without the printing press, books have to be written and copied by hand, making them very expensive; as such, only a few nobles can afford them—but this won't stop Myne. She will prove that her will to read is unbreakable, and if there are no books around, she will make them herself! 

[Written by MAL Rewrite]",7.98,682,769,330298,170585,white,tv,finished_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}]",14,light_novel,1420,pg_13,"[{'id': 30, 'name': 'Ajia-do'}]",402,thursday,00:30,2019.0,fall,19003,221641,6168,7968,75461,330241.0,0.9572,0.0428
846,School Rumble Ni Gakki,2006-04-03,2006-09-25,"We still have no idea what's really going on with this show, beyond the fact that the weirdness is piling up!

Curry-fiend Karasama remains oblivious to Tenma's crush, and Harima still hasn't confessed his true feelings to Tenma. But hey, the thug's got an excuse since he's caught up with his comic career and knee-deep in a blizzard of deadlines! Meanwhile, the love triangles are ever-shifting thanks to wannabe cupids and runaway brides.

Even when you throw in a bit of cyborg love, a shipwreck, and a fugitive red panda–seriously, that ain't even scratching the surface. You are encouraged to scratch the pig, though. He likes it! And something rumbles in the next to last episode, no matter what I say next.

School Rumble–The absolutely funniest show you’ll ever see that's not about anything that rumbles... Ever!

(Source: Funimation)",7.98,686,1493,166011,93569,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",26,manga,1440,pg_13,"[{'id': 126, 'name': 'Studio Comet'}]",403,monday,01:30,2006.0,spring,5265,121761,4585,3479,30913,166003.0,0.9514,0.0486
35788,Shokugeki no Souma: San no Sara,2017-10-04,2017-12-20,"The Moon Festival is Tootsuki Academy's annual gourmet gala, where students compete against each other to earn the most profit through selling their cuisine of choice. But for Souma Yukihira, it is also his first opportunity to challenge the Elite Ten, the supreme council that rules over the academy.  

However, this is only the beginning of Souma's war against the Elite Ten; a nefarious plot is underway that will provide Souma with the challenge he desires but will also shake the very foundations of Tootsuki Academy itself.

[Written by MAL Rewrite]",7.98,687,164,999336,607336,white,tv,finished_airing,"[{'id': 9, 'name': 'Ecchi'}, {'id': 47, 'name': 'Gourmet'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1440,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",404,wednesday,00:30,2017.0,fall,43039,825710,12105,11370,107072,999296.0,0.9765,0.0235
1065,Touch,1985-03-24,1987-03-22,"The story centers around three characters—Uesugi Kazuya, his twin older brother Tatsuya, and Asakura Minami. Kazuya is the darling of his town as he's talented, hardworking, and the ace pitcher for his middle school baseball team. Tatsuya is a hopeless slacker who's been living the life of giving up the spotlight to Kazuya, despite the fact that he may be more gifted than him. Minami is the beautiful childhood girlfriend and for all intents, sister from next door who treats both of them as equals. Society largely assumes Kazuya and Minami will become the perfect couple, including Tatsuya. Yet as time progresses, Tatsuya grows to realize that he's willing to sacrifice anything for the sake of his brother, except at the expense of giving up Minami to Kazuya. And thus the story is told of Tatsuya trying to prove himself over his established younger brother, how it affects the relationship between the three, and both brothers' attempts to make Minami's lifelong dreams come true.",7.98,688,3833,37185,11203,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 64, 'name': 'Love Polygon'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",101,manga,1520,pg_13,"[{'id': 86, 'name': 'Group TAC'}]",405,sunday,19:00,1985.0,spring,2466,12316,2007,1532,18858,37179.0,0.9048,0.0952
861,xxxHOLiC,2006-04-07,2006-09-29,"Kimihiro Watanuki can see spirits and other assorted supernatural creatures, which is quite a bothersome ability he strongly dislikes. On the way home one day, while plagued by some spirits, he is inexplicably compelled to enter a strange house. There, he encounters Yuuko, a mysterious woman who claims to be able to rid him of the ability to see and attract the troublesome creatures—for a price. She demands that he work at her ""store"" that grants wishes to people, and thus begins Watanuki's adventures through weird and wonderful events.

[Written by MAL Rewrite]",7.97,692,768,330583,123981,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",24,manga,1448,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",406,friday,01:25,2006.0,spring,19222,150987,16881,14546,128930,330566.0,0.9049,0.0951
31173,Akagami no Shirayuki-hime 2nd Season,2016-01-12,2016-03-29,"Shirayuki and Zen Wistalia have finally confirmed their romantic feelings for each other, and everyone has resumed their daily lives. Shirayuki remains an apprentice court herbalist at the royal palace of Clarines, and Zen continues his duties alongside his aides.

However, their daily routines are disrupted when Crown Prince Izana, Zen’s older brother, receives an invitation from Raji Shenazard, the prince of Tanbarun. The herbalist finds herself ordered to go to Tanbarun for seven days, to build a new friendship with the formerly selfish and haughty ruler who once ordered Shirayuki to become his concubine. Along the way, Shirayuki is bound to run into trouble once again, as she is sought by a mysterious boy named Kazuki, someone she has never met.

[Written by MAL Rewrite]",7.97,694,668,371021,205800,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 67, 'name': 'Medical'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",12,manga,1440,pg_13,"[{'id': 4, 'name': 'Bones'}]",407,tuesday,00:00,2016.0,winter,14909,278074,8297,5298,64417,370995.0,0.9634,0.0366
223,Dragon Ball,1986-02-26,1989-04-12,"Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime.

They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way.

[Written by MAL Rewrite]",7.97,697,148,1075677,688886,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}]",153,manga,1480,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",408,wednesday,19:00,1986.0,winter,68930,855465,41114,35641,74480,1075630.0,0.9286,0.0714
23199,Durarara!!x2 Shou,2015-01-10,2015-03-28,"Although peace has finally returned to Ikebukuro, many of the odd occurrences have become common sights around the city. One such case is the police's constant pursuit of Celty Sturluson, the Headless Rider. Moreover, someone has placed a large bounty on her, igniting the motivation of gang members all over to begin searching for the supernatural creature as well. Meanwhile, Mikado Ryuugamine is approached by Aoba Kuronuma, a mysterious underclassman with unknown intentions, who reveals that he knows Mikado's true identity.

But Ikebukuro's state of tranquility is short-lived, as a new threat appears in the form of a murderer who goes by the pseudonym ""Hollywood,"" known for wearing a different mask each time they commit a crime. As the various events taking place prove to be connected yet again, Ikebukuro is thrown into another conflict that threatens to engulf the entire city in chaos.

[Written by MAL Rewrite]",7.97,698,476,494644,255434,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}]",12,light_novel,1440,r,"[{'id': 1119, 'name': 'Shuka'}]",409,saturday,23:30,2015.0,winter,22481,339992,14402,8158,109600,494633.0,0.9544,0.0456
9996,Hyouge Mono,2011-04-07,2012-01-26,"The story is set during Japan's Sengoku Jidai (Era of the Warring States) and centers on Furuta Sasuke, a vassal of the great warlord Oda Nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Oda and the legendary tea master Sen no Soueki, Furuta walks the way of the Hyouge Mono.

(Source: ANN)",7.97,699,4258,29622,5119,white,tv,finished_airing,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 42, 'name': 'Seinen'}, {'id': 80, 'name': 'Visual Arts'}]",39,manga,1500,r,"[{'id': 5, 'name': 'Bee Train'}]",410,NIL,NIL,2011.0,spring,2123,4750,1930,1533,19281,29617.0,0.8831,0.1169
40716,Kakushigoto,2020-04-02,2020-06-18,"Kakushi Gotou is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out. 

This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace.

Kakushigoto tells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up.

[Written by MAL Rewrite]",7.97,701,743,338192,143334,white,tv,finished_airing,"[{'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 27, 'name': 'Shounen'}, {'id': 48, 'name': 'Workplace'}]",12,manga,1420,pg_13,"[{'id': 30, 'name': 'Ajia-do'}]",411,thursday,23:30,2020.0,spring,29208,164144,12983,11927,119919,338181.0,0.9263,0.0737
57554,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,2024-10-04,airing,"After living peaceful days at the Kamiya dojo, Kenshin Himura finds himself at a crucial crossroads, as his vow to never end a life is put to the ultimate test.

Following the murder of his former commander, he now has to retread the road of violence and blood to take down Makoto Shishio—the assassin prodigy who calls himself the notorious Battousai's successor. With ambitions to overthrow the Meiji government and establish his dominion in Kyoto, Shishio has meticulously schemed for a decade, building a formidable anti-government military force. Now, Shishio has turned his sights toward recruiting Aoshi Shinomori, a cold-blooded killer and the former leader of the legendary Oniwaban Group warriors.

As Kenshin travels through a village abandoned by the government and currently under the iron fist of Shishio's henchmen, he is determined to prevent the country from spiraling back into civil war. He allies with his former rival, Hajime Saitou, forging a fragile partnership in a battle against Shishio's empire that will determine the fate of Japan.

[Written by MAL Rewrite]",7.97,703,3786,38156,4882,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",23,manga,1370,r,"[{'id': 839, 'name': 'LIDENFILMS'}]",412,friday,00:55,2024.0,fall,20236,2,562,358,16989,38147.0,0.9759,0.0241
77,Mahou Shoujo Lyrical Nanoha A's,2005-10-02,2005-12-25,"After solving the incident of the scattered Jewel Seeds, Nanoha Takamachi happily returns to her everyday life, though now with added magic practice in the morning. Exchanging video messages with Fate Testarossa and the crew of the Arthra, Nanoha eagerly awaits the chance to speak with them in person again. But while studying in her room one day, Raising Heart suddenly calls out to Nanoha and warns her of an incoming attack!

The attacker is a young girl named Vita, who calls herself a Belka Knight. She proves her strength by using an intelligent device with a mysterious cartridge system to quickly overwhelm Nanoha. Luckily, the Space-Time Administration Bureau is able to step in before she is completely crushed. Vita and her fellow knights Shamal, Signum, and Zafila are on a mission to steal magical power from mages in order to complete the Book of Darkness, one of the Lost Logia. For what sinister purpose are the knights after this Book of Darkness?

[Written by MAL Rewrite]
",7.96,704,2801,66881,34626,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 66, 'name': 'Mahou Shoujo'}]",13,original,1539,pg_13,"[{'id': 35, 'name': 'Seven Arcs'}]",413,sunday,01:35,2005.0,fall,1903,46529,1259,1042,16142,66875.0,0.9656,0.0344
40397,Maoujou de Oyasumi,2020-10-06,2020-12-22,"The Demon Lord Tasogare's castle is a dark and frightening place, filled to the brim with various monsters. Any soul unfortunate enough to be imprisoned here is sure to be terrified by the horrors within. However, the human princess Aurora Suya Rhys ""Syalis"" Kaymin is a different case. Rather indifferent to her situation, Syalis worries about one thing and one thing only—sleep. Ever since the demon lord kidnapped her from her kingdom, she has not had a single good night's rest.

To alleviate her dozen dozing issues, the princess makes do with what she can find in the castle. Whether it be the fur of fluffy demonic teddy bears or the silky, blanket-like bodies of ghost shrouds, everything is but a means to ensure a peaceful slumber. With so many potential materials to craft items that can help her sleep at her disposal, nothing will stop the sleepy princess—not even death.

[Written by MAL Rewrite]",7.96,705,1126,227343,104041,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1437,pg_13,"[{'id': 95, 'name': 'Doga Kobo'}]",414,tuesday,02:00,2020.0,fall,21023,124989,7447,9448,64398,227305.0,0.9257,0.0743
7720,Ookiku Furikabutte: Natsu no Taikai-hen,2010-04-02,2010-06-25,"Picking up where the original series left off, Ren Mihashi, the ace pitcher of the newly-formed Nishiura High School baseball team, and his teammates face the Sakitama High School team in the next round of the High School Baseball Invitational Tournament as they aim to play in the finals at legendary Hanshin Koushien Stadium.

(Source: ANN)",7.96,706,3429,45895,23590,white,tv,finished_airing,"[{'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",13,manga,1449,pg_13,"[{'id': 56, 'name': 'A-1 Pictures'}]",415,NIL,NIL,2010.0,spring,1827,31521,1248,815,10483,45894.0,0.955,0.045
30015,ReLIFE,2016-07-02,2016-09-24,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.

Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.

[Written by MAL Rewrite]",7.96,707,150,1072407,597501,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",13,web_manga,1420,pg_13,"[{'id': 73, 'name': 'TMS Entertainment'}]",416,saturday,00:00,2016.0,summer,48203,753504,21993,22541,226098,1072339.0,0.9585,0.0415
50346,Yofukashi no Uta,2022-07-08,2022-09-30,"Kou Yamori is an average middle school student who struggles with grasping the complex concept of love. Because he sees little sense in surrendering to the norm, he soon stops going to school. Plagued with insomnia due to his idleness, Kou begins roaming the lonesome streets at night.

One night, Kou encounters a bizarre girl named Nazuna Nanakusa who believes that people stay awake during the night because they are dissatisfied with how they spent their day and cannot rest until they release their inhibitions. Nazuna offers to help Kou with his sleep issues and invites him over to her place, where she convinces him to share a futon with her. Feeling uncomfortable, Kou only pretends to doze off—which is when Nazuna suddenly bites his neck, revealing herself to be a vampire!

While Kou thinks the bite will turn him into a vampire, the specifics of transforming are not that simple. In order to change, he must be bitten by someone he truly loves. Ready to let go of his dreary mortal life, Kou decides on a new goal: he will fall in love with Nazuna and become a vampire himself.

[Written by MAL Rewrite]
",7.96,712,352,641281,280531,white,tv,finished_airing,"[{'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}, {'id': 32, 'name': 'Vampire'}]",13,manga,1370,pg_13,"[{'id': 839, 'name': 'LIDENFILMS'}]",417,friday,00:55,2022.0,summer,87989,328886,21049,25868,177369,641161.0,0.9268,0.0732
32615,Youjo Senki,2017-01-06,2017-03-31,"Tanya Degurechaff is a young soldier infamous for predatorial-like ruthlessness and an uncanny, tactical aptitude, earning her the nickname of the ""Devil of the Rhine."" Underneath her innocuous appearance, however, lies the soul of a man who challenged Being X, the self-proclaimed God, to a battle of wits—which resulted in him being reincarnated as a little girl into a world of magical warfare. Hellbent on defiance, Tanya resolves to ascend the ranks of her country's military as it slowly plunges into world war, with only Being X proving to be the strongest obstacle in recreating the peaceful life she once knew. But her perceptive actions and combat initiative have an unintended side effect: propelling the mighty Empire into becoming one of the most powerful nations in mankind's history.

[Written by MAL Rewrite]",7.96,713,181,963104,521195,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 38, 'name': 'Military'}, {'id': 72, 'name': 'Reincarnation'}]",12,light_novel,1421,r,"[{'id': 1567, 'name': 'Nut'}]",418,friday,22:00,2017.0,winter,57275,650396,25741,32545,197050,963007.0,0.9395,0.0605
51180,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,2024-01-03,2024-03-27,Third season of Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e.,7.96,714,559,430517,206073,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}, {'id': 41, 'name': 'Suspense'}]",13,light_novel,1420,pg_13,"[{'id': 456, 'name': 'Lerche'}]",419,wednesday,22:30,2024.0,winter,53720,252234,6173,4997,113303,430427.0,0.974,0.026
